gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor
1,inside_lvliang,Coal,2020,2129.08608,972992.33856,1982934.5402211836,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
1,inside_lvliang,Coal,2025,2129.08608,972992.3385600001,1982934.540221184,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
1,inside_lvliang,Coal,2030,2129.08608,972992.33856,1982934.5402211836,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
1,inside_lvliang,Coal,2035,2129.08608,972992.33856,1982934.5402211836,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
2,inside_lvliang,Coal,2020,2129.08608,972992.33856,1982934.5402211836,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
2,inside_lvliang,Coal,2025,2129.08608,972992.3385600001,1982934.540221184,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
2,inside_lvliang,Coal,2030,2129.08608,972992.33856,1982934.5402211836,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
2,inside_lvliang,Coal,2035,2129.08608,972992.33856,1982934.5402211836,300.0,13188832.47873068,3180000.0,8.145196655125694,0.8096
3,inside_lvliang,Coal,2020,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
3,inside_lvliang,Coal,2025,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
3,inside_lvliang,Coal,2030,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
3,inside_lvliang,Coal,2035,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
4,inside_lvliang,Coal,2020,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
4,inside_lvliang,Coal,2025,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
4,inside_lvliang,Coal,2030,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
4,inside_lvliang,Coal,2035,2483.93376,1135157.72832,2313423.6302580475,350.0,14960886.766290192,3710000.0,7.973660495121332,0.8095999999999999
5,inside_lvliang,Coal,2020,2129.08608,972992.33856,2235674.0906058243,300.0,13555245.527235586,3180000.0,8.317295403009533,0.8096
5,inside_lvliang,Coal,2025,2129.0860800000005,972992.3385600003,2235674.0906058247,300.0,13555245.527235586,3180000.0,8.317295403009531,0.8096000000000002
5,inside_lvliang,Coal,2030,2129.0860800000005,972992.3385600003,2235674.0906058247,300.0,13555245.527235586,3180000.0,8.317295403009531,0.8096000000000002
5,inside_lvliang,Coal,2035,1896.9419097193486,866902.4527417421,1991908.1331572465,267.28960292474625,13555245.527235586,2833269.7910023103,9.096439739439658,0.8096000000000001
6,inside_lvliang,Coal,2020,2129.08608,972992.33856,2051688.265368192,300.0,13300665.340974582,3180000.0,8.197722883771135,0.8096
6,inside_lvliang,Coal,2025,2129.08608,972992.33856,2051688.265368192,300.0,13300665.340974582,3180000.0,8.197722883771135,0.8096
6,inside_lvliang,Coal,2030,2129.08608,972992.33856,2051688.265368192,300.0,13300665.340974582,3180000.0,8.197722883771135,0.8096
6,inside_lvliang,Coal,2035,2129.08608,972992.33856,2051688.265368192,300.0,13300665.340974582,3180000.0,8.197722883771135,0.8096
9,inside_lvliang,Coal,2020,4258.17216,1945984.67712,4103376.530736384,600.0,28447615.108630236,6360000.0,8.631309022918941,0.8096
9,inside_lvliang,Coal,2025,4258.17216,1945984.67712,4103376.530736384,600.0,28447615.108630236,6360000.0,8.631309022918941,0.8096
9,inside_lvliang,Coal,2030,4258.17216,1945984.67712,4103376.530736384,600.0,28447615.108630236,6360000.0,8.631309022918941,0.8096
10,inside_lvliang,Coal,2020,4258.17216,1945984.67712,4103376.530736384,600.0,28447615.108630236,6360000.0,8.631309022918941,0.8096
10,inside_lvliang,Coal,2025,4258.17216,1945984.67712,4103376.530736384,600.0,28447615.108630236,6360000.0,8.631309022918941,0.8096
10,inside_lvliang,Coal,2030,4258.17216,1945984.67712,4103376.530736384,600.0,28447615.108630236,6360000.0,8.631309022918941,0.8096
11,inside_lvliang,Coal,2020,958.0887359999999,437846.5523519999,1090581.8692127038,135.0,6495291.520401074,1431000.0,8.730024431424976,0.8096
11,inside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
11,inside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
12,inside_lvliang,Coal,2020,7.868803575460279,3596.043233985348,9748.574192798409,1.108757928959875,6495291.520401074,11752.834046974674,827.399023910849,0.8095999999999948
12,inside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
12,inside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
13,inside_lvliang,Coal,2020,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
13,inside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
13,inside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,6495291.520401074,0.0,0.0,0.0
14,inside_lvliang,Coal,2020,0.0,0.0,0.0,0.0,2405663.526074472,0.0,0.0,0.0
14,inside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,2405663.526074472,0.0,0.0,0.0
14,inside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,2405663.526074472,0.0,0.0,0.0
15,inside_lvliang,Coal,2020,0.0,0.0,0.0,0.0,2405663.526074472,0.0,0.0,0.0
15,inside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,2405663.526074472,0.0,0.0,0.0
15,inside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,2405663.526074472,0.0,0.0,0.0
16,inside_lvliang,Coal,2025,451.5048531885308,206337.7179071586,420511.2122404333,63.61953010211738,14794063.953511018,674367.0190824443,34.716722488817744,0.8096000000000008
16,inside_lvliang,Coal,2030,591.3457123544655,270244.99054599076,550752.6676607507,83.32388031316214,14794063.953511018,883233.1313195187,26.968221367295925,0.8096000000000005
16,inside_lvliang,Coal,2035,2483.93376,1135157.72832,2313423.6302580475,350.0,14794063.953511018,3710000.0,7.906499761825782,0.8095999999999999
17,inside_lvliang,Coal,2025,451.5048531885308,206337.7179071586,420511.2122404333,63.61953010211738,14794063.953511018,674367.0190824443,34.716722488817744,0.8096000000000008
17,inside_lvliang,Coal,2030,591.3457123544655,270244.99054599076,550752.6676607507,83.32388031316214,14794063.953511018,883233.1313195187,26.968221367295925,0.8096000000000005
17,inside_lvliang,Coal,2035,2483.93376,1135157.72832,2313423.6302580475,350.0,14794063.953511018,3710000.0,7.906499761825782,0.8095999999999999
PV1,inside_lvliang,Solar,2020,327.4956877262091,0.0,0.0,194.7902658,4955248.824147893,2600450.04843,23.071140035573723,0.19179481812166668
PV1,inside_lvliang,Solar,2025,304.7137744159181,0.0,0.0,194.7902658,4955248.824147893,2600450.04843,24.79605290919591,0.1784528014675
PV1,inside_lvliang,Solar,2030,301.3814888734679,0.0,0.0,194.7902658,4955248.824147893,2600450.04843,25.070215496048863,0.17650127928416673
PV1,inside_lvliang,Solar,2035,317.00897556214125,0.0,0.0,194.7902658,4955248.824147893,2600450.04843,23.83433736909067,0.18565337221083336
PV10,inside_lvliang,Solar,2020,0.0,0.0,0.0,0.0,2192430.2356441985,0.0,0.0,0.0
PV10,inside_lvliang,Solar,2025,109.87965471337927,0.0,0.0,86.18418237,2192430.2356441985,1150558.8346395001,30.424095152135994,0.145441469495
PV10,inside_lvliang,Solar,2030,87.28998685450007,0.0,0.0,86.18418237,2192430.2356441985,1150558.8346395001,38.2975091502303,0.11554080683484229
PV10,inside_lvliang,Solar,2035,106.84652007616313,0.0,0.0,86.18418237,2192430.2356441985,1150558.8346395001,31.287767424720286,0.14142668113437382
PV11,inside_lvliang,Solar,2020,0.0,0.0,0.0,0.0,2853.214947845983,0.0,0.0,0.0
PV11,inside_lvliang,Solar,2025,0.027734662859975813,0.0,0.0,0.112159554,2853.214947845983,1497.3300459,156.86309279152263,0.028208835030833337
PV11,inside_lvliang,Solar,2030,0.0310263008995944,0.0,0.0,0.112159554,2853.214947845983,1497.3300459,140.22119516680303,0.0315567493325
PV11,inside_lvliang,Solar,2035,0.006322781299360179,0.0,0.0,0.112159554,2853.214947845983,1497.3300459,688.0745652528306,0.006430880213333334
PV2,inside_lvliang,Solar,2020,0.02438979315493872,0.0,0.0,0.11098841,2823.422340371098,1481.6952735,176.51308424480627,0.025068538833333334
PV2,inside_lvliang,Solar,2025,0.017507324040806783,0.0,0.0,0.11098841,2823.422340371098,1481.6952735,245.90380596352446,0.01799453688666667
PV2,inside_lvliang,Solar,2030,0.022383693959215294,0.0,0.0,0.11098841,2823.422340371098,1481.6952735,192.33275891438353,0.023006611728333338
PV2,inside_lvliang,Solar,2035,0.0328895173271736,0.0,0.0,0.11098841,2823.422340371098,1481.6952735,130.89634521070252,0.03380480257
PV3,inside_lvliang,Solar,2020,497.63552139363014,0.0,0.0,348.9408359,8876668.758006582,4658360.159265,27.19867922484047,0.16268896994605142
PV3,inside_lvliang,Solar,2025,401.31543381992014,0.0,0.0,348.9408359,8876668.758006582,4658360.159265,33.72665932241488,0.1311996265233877
PV3,inside_lvliang,Solar,2030,380.7936359786696,0.0,0.0,348.9408359,8876668.758006582,4658360.159265,35.544262399463406,0.12449055932721126
PV3,inside_lvliang,Solar,2035,236.49996267354692,0.0,0.0,348.9408359,8876668.758006582,4658360.159265,57.230575279010424,0.0773175017970722
PV4,inside_lvliang,Solar,2020,61.16122140526755,0.0,0.0,64.46296567,1639866.5175873153,860580.5916945001,40.88288382459385,0.10823417266666667
PV4,inside_lvliang,Solar,2025,77.19425922144487,0.0,0.0,64.46296567,1639866.5175873153,860580.5916945001,32.39161997926371,0.1366070949775
PV4,inside_lvliang,Solar,2030,77.87580180213347,0.0,0.0,64.46296567,1639866.5175873153,860580.5916945001,32.10813951726548,0.13781318922583335
PV4,inside_lvliang,Solar,2035,56.008195195487275,0.0,0.0,64.46296567,1639866.5175873153,860580.5916945001,44.64430786520476,0.09911510153416667
PV5,inside_lvliang,Solar,2020,150.23875228811,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,49.56766259650692,0.08927040080550806
PV5,inside_lvliang,Solar,2025,226.8767187881535,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,32.82392226983348,0.1348079327816667
PV5,inside_lvliang,Solar,2030,256.01062293941396,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,29.088573344472437,0.15211901438346792
PV5,inside_lvliang,Solar,2035,271.49574371734855,0.0,0.0,191.9875282,4883950.280867221,2563033.50147,27.429467881788227,0.16132012206916668
PV6,inside_lvliang,Solar,2020,0.07680339489136448,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,56.200346548921,0.07873483668166666
PV6,inside_lvliang,Solar,2025,0.012684751449561557,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,340.28080299338507,0.013003745930000001
PV6,inside_lvliang,Solar,2030,0.028289713353737245,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,152.5776297220096,0.0290011393875
PV6,inside_lvliang,Solar,2035,0.007248329405231922,0.0,0.0,0.111278694,2830.8068441283126,1485.5705649,595.4996203556511,0.007430609450833333
PV7,inside_lvliang,Solar,2020,68.27043187541898,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,26.67300815221479,0.16589524067666664
PV7,inside_lvliang,Solar,2025,71.46617647254331,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,25.480274387813076,0.17366081069749997
PV7,inside_lvliang,Solar,2030,55.1467597926173,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,33.020576237229,0.13400508444166664
PV7,inside_lvliang,Solar,2035,48.61416878660682,0.0,0.0,46.94585543,1194250.6159777748,626727.1699905,37.45775833299763,0.1181310709425
PV8,inside_lvliang,Solar,2020,100.92945980411247,0.0,0.0,75.74974874179016,2352851.960060824,1011259.1457028986,33.33130992965692,0.1519970943575
PV8,inside_lvliang,Solar,2025,97.2328491729868,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,36.89697521920431,0.11992650022648085
PV8,inside_lvliang,Solar,2030,111.90364886398149,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,32.05970549529656,0.13802138973583333
PV8,inside_lvliang,Solar,2035,98.57868638697258,0.0,0.0,92.49034205,2352851.960060824,1234746.0663675,36.39324237234342,0.12158644898166669
PV9,inside_lvliang,Solar,2020,0.0,0.0,0.0,0.0,516914.4456533801,0.0,0.0,0.0
PV9,inside_lvliang,Solar,2025,31.41934469598796,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,25.085959695987103,0.1763905053108333
PV9,inside_lvliang,Solar,2030,22.545414725650737,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,34.95985433442189,0.12657161167360842
PV9,inside_lvliang,Solar,2035,32.78540110803811,0.0,0.0,20.31984787,516914.4456533801,271269.9690645,24.040712880729046,0.18405964619
outside,outside_lvliang,Coal,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,outside_lvliang,Coal,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,outside_lvliang,Coal,2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
outside,outside_lvliang,Coal,2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wind1,inside_lvliang,Wind,2020,2779.645318918345,0.0,0.0,1639.92,83512898.84044267,44031852.0,45.88526096202615,0.1933593845113545
wind1,inside_lvliang,Wind,2025,2776.0981212032584,0.0,0.0,1639.92,83512898.84044267,44031852.0,45.94389148794218,0.1931126321785079
wind1,inside_lvliang,Wind,2030,2891.206211385879,0.0,0.0,1639.92,83512898.84044267,44031852.0,44.1147194337636,0.2011198514156191
wind1,inside_lvliang,Wind,2035,2703.3605588838996,0.0,0.0,1639.92,83512898.84044267,44031852.0,47.1800738607729,0.1880528174657443
wind10,inside_lvliang,Wind,2020,35.640874266468394,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,87.71075842569228,0.10115459012108333
wind10,inside_lvliang,Wind,2025,36.75767982303303,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,85.04584968139959,0.10432426568725002
wind10,inside_lvliang,Wind,2030,34.8724370304993,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,89.64352305325313,0.09897364043233332
wind10,inside_lvliang,Wind,2035,40.39324478075318,0.0,0.0,40.19400551,2046879.0649231821,1079209.0479434999,77.39135912042946,0.11464258954224998
wind11,inside_lvliang,Wind,2020,16.16407778801458,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,79.69421281239659,0.11132986329441666
wind11,inside_lvliang,Wind,2025,16.392134730527655,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,78.58546042542811,0.11290060234716666
wind11,inside_lvliang,Wind,2030,18.94623032093811,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,67.99154414007899,0.1304919005734167
wind11,inside_lvliang,Wind,2035,18.409166110797713,0.0,0.0,16.56295377,843468.1464296664,444715.3087245,69.97511171343038,0.12679287821783333
wind2,inside_lvliang,Wind,2020,14.136308915260507,0.0,0.0,24.36040519,1240553.230855569,654076.8793515001,134.02579991455673,0.06619879025841667
wind2,inside_lvliang,Wind,2025,0.0,0.0,0.0,0.0,1240553.230855569,0.0,0.0,0.0
wind2,inside_lvliang,Wind,2030,0.0,0.0,0.0,0.0,1240553.230855569,0.0,0.0,0.0
wind2,inside_lvliang,Wind,2035,15.495547122646958,0.0,0.0,24.36040519,1240553.230855569,654076.8793515001,122.26932648528691,0.07256395428683333
wind3,inside_lvliang,Wind,2020,394.3103142031847,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,66.83296196884203,0.1327540416643004
wind3,inside_lvliang,Wind,2025,409.6277486306801,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,64.33384047139675,0.1379110240077298
wind3,inside_lvliang,Wind,2030,412.17795598189804,0.0,0.0,338.8355107,17255192.77076859,9097733.462295,63.93579727058705,0.13876961258825002
wind3,inside_lvliang,Wind,2035,4563.644529003022,0.0,0.0,3066.16,156144147.21974954,82326396.0,52.25440800750667,0.1697913373448933
wind4,inside_lvliang,Wind,2020,35.49563860206765,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,122.34638650206558,0.07251824979408335
wind4,inside_lvliang,Wind,2025,0.0,0.0,0.0,0.0,2843525.3877627077,0.0,0.0,0.0
wind4,inside_lvliang,Wind,2030,0.0,0.0,0.0,0.0,2843525.3877627077,0.0,0.0,0.0
wind4,inside_lvliang,Wind,2035,37.54194011475106,0.0,0.0,55.83753191,2843525.3877627077,1499237.7317835002,115.67764229211585,0.07669888184058332
wind5,inside_lvliang,Wind,2020,327.6284498068268,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,89.53519912345395,0.09909338343601368
wind5,inside_lvliang,Wind,2025,307.7120216182729,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,95.33029726200603,0.09306952849811724
wind5,inside_lvliang,Wind,2030,357.3487299920863,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,82.08866026363772,0.10808247800933332
wind5,inside_lvliang,Wind,2035,345.05129078521486,0.0,0.0,377.1685598,19207302.66133278,10126975.83063,85.01425520017132,0.10436303649158334
wind6,inside_lvliang,Wind,2020,124.8669083894595,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,55.3597273896528,0.16026715152175
wind6,inside_lvliang,Wind,2025,108.6495251168023,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,63.62290125978854,0.139452078451
wind6,inside_lvliang,Wind,2030,128.27734849528997,0.0,0.0,88.8794533,4526184.687324228,2386413.3211049996,53.887908422764454,0.16464446436025001
wind6,inside_lvliang,Wind,2035,1213.6037586783425,0.0,0.0,804.28,40957945.67990586,21594918.0,51.54307015992448,0.1721346010284549
wind7,inside_lvliang,Wind,2020,85.70650279905315,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,80.97520060986048,0.10956867968141668
wind7,inside_lvliang,Wind,2025,96.64371507913634,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,71.81120109093511,0.1235510015565
wind7,inside_lvliang,Wind,2030,96.97723290618296,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,71.5642326528005,0.12397737653116667
wind7,inside_lvliang,Wind,2035,106.44938294156108,0.0,0.0,89.23307921,4544193.080934398,2395908.1767885,65.19625634216119,0.13608673742241667
wind8,inside_lvliang,Wind,2020,127.8755786875171,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,100.6404680711987,0.08815882902575
wind8,inside_lvliang,Wind,2025,123.54900942362747,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,104.16480191969853,0.08517604463549999
wind8,inside_lvliang,Wind,2030,0.0,0.0,0.0,0.0,8426577.690202123,0.0,0.0,0.0
wind8,inside_lvliang,Wind,2035,118.1516537606679,0.0,0.0,165.4704061,8426577.690202123,4442880.403785,108.92321592092095,0.08145504833608334
wind9,inside_lvliang,Wind,2020,186.09395397568807,0.0,0.0,154.388654,7862239.648040212,4145335.3599,64.52426181190671,0.13750402668106215
wind9,inside_lvliang,Wind,2025,125.95538614771984,0.0,0.0,154.388654,7862239.648040212,4145335.3599,95.33196932013522,0.09306789612166667
wind9,inside_lvliang,Wind,2030,169.32956112275707,0.0,0.0,154.388654,7862239.648040212,4145335.3599,70.91245573615588,0.12511688850223457
wind9,inside_lvliang,Wind,2035,1562.2508999320955,0.0,0.0,1370.5191685305354,69793665.9595457,36798439.67504487,68.22982508073683,0.1300361800321421
